persid,most_used_mode
Y24H5880225P04,Vehicle Passenger
Y24H5880232P01,Walking
Y24H5880232P02,Vehicle Driver
Y24H5880232P03,Walking
Y24H5880232P04,Vehicle Passenger
Y24H5880233P01,Vehicle Driver
Y24H5880235P01,Vehicle Driver
Y24H5880235P02,Vehicle Passenger
Y24H5880237P01,Vehicle Driver
Y24H5880237P02,Walking
Y24H5880237P04,Walking
Y24H5880237P05,Walking
Y24H5880237P06,Walking
Y24H5880239P01,Vehicle Driver
Y24H5880239P02,Vehicle Driver
Y24H5880504P01,Vehicle Driver
Y24H5880504P02,Vehicle Driver
Y24H5880504P03,Walking
Y24H5880504P04,Walking
Y24H5880504P05,Vehicle Passenger
Y24H5880504P06,Vehicle Passenger
Y24H5880509P01,Public Bus
Y24H5880509P02,Public Bus
Y24H5880511P02,Walking
Y24H5880517P01,Vehicle Driver
Y24H5880517P02,Walking
Y24H5880520P01,Vehicle Passenger
Y24H5880520P02,Vehicle Driver
Y24H5880521P01,Vehicle Driver
Y24H5880521P02,Vehicle Passenger
Y24H5880522P01,Walking
Y24H5880522P02,Train
Y24H5880523P01,Vehicle Driver
Y24H5880523P02,Plane
Y24H5880523P03,Vehicle Driver
Y24H5880526P01,Vehicle Driver
Y24H5880526P02,Vehicle Driver
Y24H5880526P03,Vehicle Passenger
Y24H5880532P01,Vehicle Driver
Y24H5880534P01,Vehicle Driver
Y24H5880534P02,Vehicle Passenger
Y24H5880537P02,Walking
Y24H5880537P03,Vehicle Driver
Y24H5880540P01,Walking
Y24H5880540P02,Walking
Y24H5880540P03,Vehicle Driver
Y24H5880540P04,Vehicle Driver
Y24H5880541P01,Vehicle Driver
Y24H5880541P02,Vehicle Driver
Y24H5880541P03,Vehicle Passenger
Y24H5880541P04,Vehicle Passenger
Y24H5890102P01,Vehicle Driver
Y24H5890104P01,Walking
Y24H5890104P02,Walking
Y24H5890106P01,Vehicle Driver
Y24H5890106P02,Vehicle Driver
Y24H5890106P03,Vehicle Driver
Y24H5890109P01,Vehicle Driver
Y24H5890109P02,Vehicle Driver
Y24H5890111P01,Vehicle Passenger
Y24H5890113P01,Walking
Y24H5890114P01,Vehicle Driver
Y24H5890114P02,Vehicle Passenger
Y24H5890115P01,Rideshare Service
Y24H5890118P01,Vehicle Driver
Y24H5890118P02,Vehicle Driver
Y24H5890121P01,Vehicle Driver
Y24H5890121P02,Vehicle Passenger
Y24H5890122P01,Vehicle Driver
Y24H5890126P01,Vehicle Driver
Y24H5890127P01,Vehicle Driver
Y24H5890129P01,Walking
Y24H5890129P02,Walking
Y24H5890132P01,Walking
Y24H5890132P02,Walking
Y24H5890133P01,Vehicle Driver
Y24H5890133P02,Vehicle Driver
Y24H5890133P03,Vehicle Driver
Y24H5890133P04,Vehicle Passenger
Y24H5890138P01,Vehicle Passenger
Y24H5890138P02,Vehicle Driver
Y24H5890142P01,Vehicle Driver
Y24H5890201P01,Vehicle Driver
Y24H5890201P02,Vehicle Passenger
Y24H5890201P03,Vehicle Passenger
Y24H5890202P01,Vehicle Driver
Y24H5890202P02,Vehicle Passenger
Y24H5890202P03,Vehicle Passenger
Y24H5890204P01,Vehicle Driver
Y24H5890204P02,Vehicle Passenger
Y24H5890204P03,Vehicle Passenger
Y24H5890204P04,Vehicle Passenger
Y24H5890204P05,Vehicle Passenger
Y24H5890208P01,Vehicle Driver
Y24H5890208P02,Vehicle Driver
Y24H5890216P01,Public Bus
Y24H5890217P01,Vehicle Driver
Y24H5890217P02,Vehicle Passenger
Y24H5890217P03,Vehicle Driver
Y24H5890223P02,Vehicle Driver
Y24H5890223P03,Vehicle Driver
Y24H5890223P05,Vehicle Passenger
Y24H5890224P01,Vehicle Driver
Y24H5890224P02,Vehicle Driver
Y24H5890224P03,Vehicle Driver
Y24H5890226P01,Vehicle Driver
Y24H5890226P03,Walking
Y24H5890226P04,Vehicle Passenger
Y24H5890232P01,Vehicle Driver
Y24H5890232P02,Taxi
Y24H5890232P03,Public Bus
Y24H5890312P01,Walking
Y24H5890312P02,Walking
Y24H5890312P03,School Bus
Y24H5890312P04,School Bus
Y24H5890313P01,Vehicle Passenger
Y24H5890313P02,Walking
Y24H5890313P03,Walking
Y24H5890317P01,Walking
Y24H5890322P01,Vehicle Driver
Y24H5890322P02,Vehicle Driver
Y24H5890327P01,Public Bus
Y24H5890336P01,Vehicle Driver
Y24H5890501P01,Vehicle Driver
Y24H5890504P01,Public Bus
Y24H5890504P03,Vehicle Driver
Y24H5890504P04,Train
Y24H5890504P05,Vehicle Passenger
Y24H5890512P01,Vehicle Driver
Y24H5890512P02,Vehicle Passenger
Y24H5890512P03,Vehicle Passenger
Y24H5890512P04,Vehicle Passenger
Y24H5890512P05,Vehicle Passenger
Y24H5890515P01,Vehicle Driver
Y24H5890515P02,Vehicle Passenger
Y24H5890519P01,Vehicle Driver
Y24H5890519P02,Vehicle Passenger
Y24H5890521P01,Walking
Y24H5890521P02,Vehicle Driver
Y24H5890521P03,Walking
Y24H5890524P01,Vehicle Driver
Y24H5890524P02,Vehicle Driver
Y24H5890524P03,Vehicle Passenger
Y24H5890524P04,Train
Y24H5890527P01,Vehicle Driver
Y24H5890527P02,Vehicle Passenger
Y24H5890528P01,Vehicle Passenger
Y24H5890528P02,Vehicle Driver
Y24H5890528P03,Vehicle Driver
Y24H5890528P04,Vehicle Passenger
Y24H5890528P05,Vehicle Passenger
Y24H5890528P06,Vehicle Passenger
Y24H5890530P01,Vehicle Driver
Y24H5890531P03,Vehicle Driver
Y24H5890531P04,Vehicle Passenger
Y24H5890532P02,Vehicle Driver
Y24H5890532P03,Vehicle Passenger
Y24H5890532P04,Vehicle Passenger
Y24H5890533P01,Vehicle Driver
Y24H5890533P03,Vehicle Driver
Y24H5890541P02,Vehicle Driver
Y24H5900201P01,Vehicle Driver
Y24H5900201P02,Vehicle Driver
Y24H5900201P03,Vehicle Passenger
Y24H5900201P04,Vehicle Passenger
Y24H5900203P01,Vehicle Driver
Y24H5900203P02,Vehicle Driver
Y24H5900203P04,Walking
Y24H5900208P01,Bicycle
Y24H5900208P02,Vehicle Driver
Y24H5900208P03,Vehicle Driver
Y24H5900209P01,Vehicle Driver
Y24H5900209P02,Vehicle Driver
Y24H5900209P03,Vehicle Driver
Y24H5900209P04,Vehicle Driver
Y24H5900210P01,Bicycle
Y24H5900210P02,Vehicle Driver
Y24H5900212P01,Vehicle Driver
Y24H5900212P02,Vehicle Driver
Y24H5900213P01,Train
Y24H5900213P02,Train
Y24H5900213P03,Train
Y24H5900215P01,Vehicle Driver
Y24H5900215P02,Vehicle Driver
Y24H5900215P03,Vehicle Driver
Y24H5900216P01,Vehicle Driver
Y24H5900216P02,Vehicle Passenger
Y24H5900217P01,Vehicle Driver
Y24H5900217P03,Vehicle Passenger
Y24H5900219P01,Vehicle Driver
Y24H5900221P01,Train
Y24H5900221P02,Vehicle Driver
Y24H5900224P01,Vehicle Driver
Y24H5900224P02,Train
Y24H5900225P01,Vehicle Driver
Y24H5900226P01,Vehicle Driver
Y24H5900232P01,Vehicle Driver
Y24H5900232P02,Vehicle Driver
Y24H5900234P01,Vehicle Passenger
Y24H5900234P02,Vehicle Driver
Y24H5900234P03,Rideshare Service
Y24H5900237P01,Vehicle Passenger
Y24H5900237P02,Vehicle Driver
Y24H5900238P02,Vehicle Driver
Y24H5900238P03,Vehicle Driver
Y24H5900240P02,Vehicle Driver
Y24H5900240P03,Train
Y24H5900302P01,Walking
Y24H5900302P02,Tram
Y24H5900306P01,Bicycle
Y24H5900306P02,Bicycle
Y24H5900308P01,Vehicle Driver
Y24H5900308P02,Bicycle
Y24H5900315P01,Vehicle Driver
Y24H5900315P02,Walking
Y24H5900321P02,Vehicle Driver
Y24H5900322P02,Vehicle Driver
Y24H5900323P01,Walking
Y24H5900323P02,Vehicle Driver
Y24H5900323P03,Vehicle Driver
Y24H5900323P04,Walking
Y24H5900323P05,Vehicle Passenger
Y24H5900323P06,Walking
Y24H5900330P02,Bicycle
Y24H5900341P01,Walking
Y24H5900342P01,Vehicle Driver
Y24H5900342P02,Walking
Y24H5900409P01,Vehicle Driver
Y24H5900411P02,Vehicle Driver
Y24H5900411P03,Vehicle Driver
Y24H5900411P05,Vehicle Passenger
Y24H5900411P06,Vehicle Passenger
Y24H5900416P02,Vehicle Driver
Y24H5900418P01,Vehicle Passenger
Y24H5900418P02,Vehicle Driver
Y24H5900418P03,Vehicle Passenger
Y24H5900421P02,Vehicle Driver
Y24H5910103P01,Vehicle Driver
Y24H5910103P02,Vehicle Driver
Y24H5910103P03,Vehicle Passenger
Y24H5910105P01,Vehicle Driver
Y24H5910105P02,Vehicle Driver
Y24H5910105P03,Vehicle Passenger
Y24H5910105P04,Vehicle Passenger
Y24H5910107P03,Vehicle Driver
Y24H5910107P04,Vehicle Passenger
Y24H5910107P05,Vehicle Passenger
Y24H5910107P07,Vehicle Passenger
Y24H5910109P01,Vehicle Driver
Y24H5910109P02,Vehicle Driver
Y24H5910109P03,Vehicle Passenger
Y24H5910110P01,Vehicle Driver
Y24H5910110P02,Vehicle Driver
Y24H5910110P04,Vehicle Driver
Y24H5910114P01,Vehicle Driver
Y24H5910114P02,Vehicle Passenger
Y24H5910114P04,Vehicle Passenger
Y24H5910115P02,Vehicle Driver
Y24H5910116P01,Vehicle Driver
Y24H5910120P01,Vehicle Driver
Y24H5910120P02,Vehicle Passenger
Y24H5910120P03,Vehicle Passenger
Y24H5910123P01,Vehicle Driver
Y24H5910123P02,Vehicle Passenger
Y24H5910124P01,Vehicle Passenger
Y24H5910125P01,Vehicle Driver
Y24H5910125P02,Vehicle Passenger
Y24H5910127P01,Vehicle Passenger
Y24H5910127P02,Vehicle Driver
Y24H5910129P01,Mobility Scooter
Y24H5910130P01,Walking
Y24H5910131P01,Mobility Scooter
Y24H5910135P01,Walking
Y24H5910135P02,Vehicle Driver
Y24H5910137P01,Vehicle Driver
Y24H5910138P01,Vehicle Driver
Y24H5910142P01,Vehicle Passenger
Y24H5910301P01,Vehicle Driver
Y24H5910301P02,Vehicle Driver
Y24H5910301P03,Vehicle Passenger
Y24H5910301P04,Vehicle Passenger
Y24H5910301P05,Vehicle Passenger
Y24H5910302P01,Walking
Y24H5910302P02,Walking
Y24H5910307P01,Walking
Y24H5910307P02,Vehicle Driver
Y24H5910312P01,Vehicle Driver
Y24H5910312P02,Tram
Y24H5910312P03,Tram
Y24H5910316P01,Walking
Y24H5910320P01,Vehicle Driver
Y24H5910321P01,Walking
Y24H5910321P02,Walking
Y24H5910323P01,Vehicle Driver
Y24H5910323P02,Vehicle Driver
Y24H5910325P01,Vehicle Driver
Y24H5910327P01,Vehicle Driver
Y24H5910327P02,Walking
Y24H5910327P03,Vehicle Passenger
Y24H5910328P01,Vehicle Driver
Y24H5910331P01,Vehicle Driver
Y24H5910331P02,Vehicle Driver
Y24H5910331P03,Tram
Y24H5910331P04,Tram
Y24H5910335P01,Vehicle Driver
Y24H5910335P02,Taxi
Y24H5910336P01,Vehicle Driver
Y24H5910338P01,Walking
Y24H5910340P01,Walking
Y24H5910340P02,Vehicle Driver
Y24H5910340P03,Walking
Y24H5910340P04,Walking
Y24H5910340P05,Train
Y24H5910341P01,Walking
Y24H5910342P01,Vehicle Passenger
Y24H5910342P02,Vehicle Driver
Y24H5910401P01,Walking
Y24H5910401P02,Walking
Y24H5910401P03,Walking
Y24H5910403P01,Vehicle Driver
Y24H5910403P02,Vehicle Passenger
Y24H5910403P03,Vehicle Driver
Y24H5910403P04,Walking
Y24H5910404P01,Vehicle Driver
Y24H5910404P02,Vehicle Passenger
Y24H5910404P03,Walking
Y24H5910404P04,Vehicle Passenger
Y24H5910404P05,Vehicle Passenger
Y24H5910405P01,Vehicle Driver
Y24H5910405P02,Vehicle Driver
Y24H5910405P03,Vehicle Passenger
Y24H5910406P01,Vehicle Driver
Y24H5910406P02,Vehicle Driver
Y24H5910410P01,Bicycle
Y24H5910410P02,Bicycle
Y24H5910410P03,Bicycle
Y24H5910410P04,Bicycle
Y24H5910411P01,Vehicle Driver
Y24H5910411P02,Bicycle
Y24H5910411P03,Vehicle Passenger
Y24H5910412P01,Walking
Y24H5910412P02,Vehicle Driver
Y24H5910413P01,Vehicle Passenger
Y24H5910418P02,Vehicle Passenger
Y24H5910418P03,Vehicle Driver
Y24H5910418P04,Vehicle Driver
Y24H5910418P05,Public Bus
Y24H5910418P06,Walking
Y24H5910421P02,Vehicle Driver
Y24H5910421P03,Bicycle
Y24H5910421P04,Vehicle Passenger
Y24H5910429P01,Vehicle Driver
Y24H5910430P01,Vehicle Driver
Y24H5910430P03,Vehicle Driver
Y24H5910432P01,Vehicle Driver
Y24H5910432P02,Vehicle Driver
Y24H5910432P03,Vehicle Driver
Y24H5910432P04,Vehicle Passenger
Y24H5910433P02,Tram
Y24H5910435P01,Vehicle Driver
Y24H5910437P03,Walking
Y24H5910437P04,Walking
Y24H5910509P01,Vehicle Driver
Y24H5910509P02,Vehicle Passenger
Y24H5910509P03,Vehicle Passenger
Y24H5910509P04,Vehicle Passenger
Y24H5910520P01,Vehicle Driver
Y24H5910520P02,Vehicle Driver
Y24H5910520P03,Vehicle Passenger
Y24H5910520P04,Vehicle Passenger
Y24H5910523P01,Vehicle Driver
Y24H5910523P02,Vehicle Driver
Y24H5910525P01,Vehicle Driver
Y24H5910525P02,Vehicle Driver
Y24H5910525P03,Vehicle Driver
Y24H5910525P04,Vehicle Driver
Y24H5910528P01,Vehicle Driver
Y24H5910528P03,Vehicle Driver
Y24H5910528P05,Public Bus
Y24H5910529P01,Vehicle Driver
Y24H5910529P02,Vehicle Passenger
Y24H5910529P04,Train
Y24H5910533P01,Vehicle Driver
Y24H5910533P02,Vehicle Driver
Y24H5910533P03,Vehicle Passenger
Y24H5920208P02,Vehicle Driver
Y24H5920208P03,Vehicle Driver
Y24H5920211P01,Vehicle Passenger
Y24H5920212P01,Vehicle Driver
Y24H5920212P02,Vehicle Driver
Y24H5920212P03,Vehicle Passenger
Y24H5920214P01,Vehicle Passenger
Y24H5920214P02,Vehicle Driver
Y24H5920214P03,Vehicle Passenger
Y24H5920228P01,Vehicle Driver
Y24H5920230P01,Vehicle Driver
Y24H5920231P01,Vehicle Driver
Y24H5920236P01,Walking
Y24H5920238P01,Walking
Y24H5920239P01,Walking
Y24H5920301P01,Vehicle Driver
Y24H5920304P01,Vehicle Driver
Y24H5920304P02,Vehicle Driver
Y24H5920304P03,Vehicle Passenger
Y24H5920305P03,Vehicle Driver
Y24H5920307P01,Vehicle Driver
Y24H5920307P02,Vehicle Passenger
Y24H5920307P03,Vehicle Passenger
Y24H5920307P04,Vehicle Passenger
Y24H5920308P01,Vehicle Driver
Y24H5920311P01,Tram
Y24H5920312P01,Vehicle Driver
Y24H5920312P02,Train
Y24H5920312P03,Vehicle Passenger
Y24H5920316P01,Vehicle Driver
Y24H5920318P01,Walking
Y24H5920323P01,Vehicle Driver
Y24H5920325P01,Vehicle Driver
Y24H5920329P01,Walking
Y24H5920333P01,Vehicle Driver
Y24H5920336P01,Vehicle Driver
Y24H5920339P01,Vehicle Driver
Y24H5920339P02,Vehicle Driver
Y24H5920342P01,Walking
Y24H5920402P01,Vehicle Driver
Y24H5920402P02,Vehicle Passenger
Y24H5920402P03,Vehicle Passenger
Y24H5920403P01,Vehicle Driver
Y24H5920403P02,Vehicle Driver
Y24H5920403P03,Vehicle Driver
Y24H5920405P01,Vehicle Driver
Y24H5920406P01,Vehicle Driver
Y24H5920406P02,Vehicle Driver
Y24H5920407P01,Vehicle Passenger
Y24H5920407P02,Vehicle Driver
Y24H5920409P01,Vehicle Driver
Y24H5920409P02,Vehicle Driver
Y24H5920414P01,Vehicle Driver
Y24H5920414P02,Vehicle Passenger
Y24H5920414P04,Vehicle Driver
Y24H5920414P05,Vehicle Driver
Y24H5920415P01,Walking
Y24H5920415P02,Vehicle Driver
Y24H5920422P01,Vehicle Driver
Y24H5920431P01,Vehicle Driver
Y24H5920431P02,Vehicle Driver
Y24H5920431P03,Vehicle Passenger
Y24H5920431P04,Vehicle Passenger
Y24H5920432P01,Public Bus
Y24H5920436P01,Vehicle Driver
Y24H5920436P02,Vehicle Driver
Y24H5920436P03,Vehicle Passenger
Y24H5930108P01,Vehicle Driver
Y24H5930108P02,School Bus
Y24H5930108P03,School Bus
Y24H5930123P01,Train
Y24H5930123P02,Vehicle Driver
Y24H5930123P04,Train
Y24H5930124P02,Vehicle Driver
Y24H5930130P01,Vehicle Driver
Y24H5930132P01,Vehicle Driver
Y24H5930133P02,Vehicle Driver
Y24H5930139P01,Walking
Y24H5930139P02,Vehicle Driver
Y24H5930139P03,Walking
Y24H5930302P01,Walking
Y24H5930303P01,Walking
Y24H5930307P01,Walking
Y24H5930307P02,Walking
Y24H5930312P01,Walking
Y24H5930312P02,Walking
Y24H5930313P01,Walking
Y24H5930313P02,Walking
Y24H5930316P01,Walking
Y24H5930316P02,Vehicle Driver
Y24H5930319P01,Vehicle Driver
Y24H5930319P02,Vehicle Driver
Y24H5930319P03,Vehicle Passenger
Y24H5930319P04,Vehicle Passenger
Y24H5930319P05,Vehicle Passenger
Y24H5930326P02,Vehicle Driver
Y24H5930332P01,Vehicle Driver
Y24H5930332P02,Vehicle Passenger
Y24H5930333P01,Vehicle Driver
Y24H5930402P01,Vehicle Driver
Y24H5930402P03,Vehicle Passenger
Y24H5930402P04,Vehicle Passenger
Y24H5930402P05,Vehicle Passenger
Y24H5930403P01,Vehicle Driver
Y24H5930404P01,Vehicle Driver
Y24H5930413P01,Vehicle Driver
Y24H5930413P02,Vehicle Driver
Y24H5930413P03,Vehicle Passenger
Y24H5930413P04,Vehicle Passenger
Y24H5930414P01,Vehicle Driver
Y24H5930414P02,Vehicle Driver
Y24H5930414P03,Vehicle Passenger
Y24H5930414P04,Vehicle Passenger
Y24H5930416P01,Vehicle Driver
Y24H5930416P02,Vehicle Driver
Y24H5930416P03,Vehicle Passenger
Y24H5930418P01,Vehicle Driver
Y24H5930418P03,Vehicle Driver
Y24H5930420P01,Vehicle Driver
Y24H5930420P02,Vehicle Passenger
Y24H5930420P03,Vehicle Passenger
Y24H5930420P04,Vehicle Driver
Y24H5930422P01,Train
Y24H5930422P02,Vehicle Driver
Y24H5930422P03,Vehicle Passenger
Y24H5930423P01,Vehicle Driver
Y24H5930423P02,Vehicle Passenger
Y24H5930423P03,Vehicle Passenger
Y24H5930423P04,Vehicle Passenger
Y24H5930427P01,Vehicle Driver
Y24H5930427P02,Bicycle
Y24H5930429P01,Vehicle Driver
Y24H5930429P02,Vehicle Passenger
Y24H5930434P01,Vehicle Driver
Y24H5930434P02,Vehicle Passenger
Y24H5930434P03,Vehicle Passenger
Y24H5930434P04,Vehicle Passenger
Y24H5930438P01,Vehicle Driver
Y24H5930438P02,Vehicle Driver
Y24H5930440P01,Vehicle Driver
Y24H5930440P02,Vehicle Driver
Y24H5930440P03,Vehicle Passenger
Y24H5930441P01,Vehicle Driver
Y24H5930502P01,Vehicle Driver
Y24H5930502P02,Vehicle Driver
Y24H5930503P01,Walking
Y24H5930503P02,Vehicle Driver
Y24H5930504P01,Walking
Y24H5930508P01,Vehicle Driver
Y24H5930508P02,Walking
Y24H5930509P01,Walking
Y24H5930509P02,Vehicle Driver
Y24H5930509P03,Walking
Y24H5930512P01,Vehicle Driver
Y24H5930512P02,Bicycle
Y24H5930513P01,Vehicle Driver
Y24H5930515P01,Vehicle Driver
Y24H5930515P02,Vehicle Driver
Y24H5930515P03,Public Bus
Y24H5930516P02,Vehicle Driver
Y24H5930517P01,Vehicle Passenger
Y24H5930523P01,Walking
Y24H5930523P02,Vehicle Driver
Y24H5930526P01,Vehicle Driver
Y24H5930526P02,Vehicle Driver
Y24H5930527P01,Vehicle Passenger
Y24H5930527P02,Vehicle Driver
Y24H5930527P03,Vehicle Passenger
Y24H5930530P02,Vehicle Driver
Y24H5930530P03,Vehicle Passenger
Y24H5930533P01,Vehicle Passenger
Y24H5930533P02,Vehicle Driver
Y24H5930534P01,Rideshare Service
Y24H5930534P02,Walking
Y24H5930540P02,Vehicle Driver
Y24H5930540P04,Public Bus
Y24H5940101P01,Vehicle Passenger
Y24H5940104P01,Vehicle Driver
Y24H5940106P01,Vehicle Driver
Y24H5940106P02,Vehicle Passenger
Y24H5940106P03,Vehicle Passenger
Y24H5940106P04,Vehicle Passenger
Y24H5940111P01,Vehicle Passenger
Y24H5940112P01,Vehicle Driver
Y24H5940112P02,Vehicle Driver
Y24H5940112P03,Walking
Y24H5940112P04,Walking
Y24H5940113P01,Walking
Y24H5940115P01,Vehicle Driver
Y24H5940116P01,Vehicle Driver
Y24H5940116P02,Vehicle Driver
Y24H5940120P01,Vehicle Driver
Y24H5940120P02,Vehicle Passenger
Y24H5940121P01,Vehicle Driver
Y24H5940121P02,Vehicle Passenger
Y24H5940121P03,Vehicle Passenger
Y24H5940121P04,Vehicle Passenger
Y24H5940122P02,Vehicle Driver
Y24H5940126P01,Vehicle Driver
Y24H5940126P02,Vehicle Driver
Y24H5940126P03,Vehicle Driver
Y24H5940126P04,Vehicle Passenger
Y24H5940128P01,Vehicle Driver
Y24H5940128P02,Vehicle Passenger
Y24H5940129P01,Walking
Y24H5940130P01,Vehicle Driver
Y24H5940131P01,Vehicle Driver
Y24H5940131P02,Train
Y24H5940131P03,Vehicle Driver
Y24H5940135P01,Vehicle Driver
Y24H5940135P02,Vehicle Driver
Y24H5940136P01,Vehicle Driver
Y24H5940137P01,Vehicle Driver
Y24H5940137P04,Vehicle Passenger
Y24H5940140P01,Train
Y24H5940140P02,Vehicle Driver
Y24H5940203P01,Vehicle Driver
Y24H5940204P01,Vehicle Driver
Y24H5940205P02,Vehicle Driver
Y24H5940206P01,Vehicle Driver
Y24H5940206P02,Vehicle Passenger
Y24H5940215P01,Public Bus
Y24H5940215P02,Vehicle Driver
Y24H5940217P02,Vehicle Driver
Y24H5940218P01,Vehicle Driver
Y24H5940219P02,Vehicle Driver
Y24H5940220P01,Vehicle Driver
Y24H5940220P02,Vehicle Passenger
Y24H5940220P03,Vehicle Passenger
Y24H5940220P04,Vehicle Passenger
Y24H5940222P01,Vehicle Driver
Y24H5940222P02,Vehicle Driver
Y24H5940222P03,Vehicle Passenger
Y24H5940230P01,Vehicle Passenger
Y24H5940230P02,Vehicle Driver
Y24H5940230P03,Vehicle Passenger
Y24H5940233P01,Vehicle Driver
Y24H5940233P02,Vehicle Driver
Y24H5940233P04,Vehicle Passenger
Y24H5940234P01,Vehicle Driver
Y24H5940235P01,Vehicle Driver
Y24H5940235P02,Vehicle Driver
Y24H5940237P02,Vehicle Driver
Y24H5940237P03,Vehicle Driver
Y24H5940237P04,Vehicle Passenger
Y24H5940237P05,Vehicle Passenger
Y24H5940239P01,Vehicle Driver
Y24H5940239P02,Vehicle Passenger
Y24H5940242P01,Vehicle Driver
Y24H5940242P02,Vehicle Driver
Y24H5940242P03,Vehicle Passenger
Y24H5940406P01,Vehicle Passenger
Y24H5940409P01,Vehicle Driver
Y24H5940409P02,Vehicle Driver
Y24H5940409P03,Vehicle Driver
Y24H5940411P01,Vehicle Driver
Y24H5940411P02,Vehicle Driver
Y24H5940411P03,Vehicle Driver
Y24H5940411P04,Vehicle Driver
Y24H5940411P05,Vehicle Driver
Y24H5940417P01,Vehicle Driver
Y24H5940417P02,Vehicle Driver
Y24H5940419P01,Vehicle Driver
Y24H5940419P02,Vehicle Driver
Y24H5940419P03,Vehicle Driver
Y24H5940419P04,Vehicle Driver
Y24H5940423P01,Vehicle Driver
Y24H5940425P01,Vehicle Passenger
Y24H5940433P01,Vehicle Driver
Y24H5940435P01,Walking
Y24H5940439P01,Vehicle Passenger
Y24H5940441P01,Vehicle Driver
Y24H5940501P01,Vehicle Driver
Y24H5940501P02,Vehicle Driver
Y24H5940501P03,Walking
Y24H5940501P04,Vehicle Passenger
Y24H5940502P01,Vehicle Driver
Y24H5940502P02,Train
Y24H5940502P03,Vehicle Driver
Y24H5940502P04,School Bus
Y24H5940502P05,Vehicle Passenger
Y24H5940503P01,Vehicle Driver
Y24H5940503P04,Vehicle Passenger
Y24H5940505P01,Vehicle Driver
Y24H5940505P02,Vehicle Passenger
Y24H5940505P03,Vehicle Passenger
Y24H5940506P01,Vehicle Driver
Y24H5940506P02,Vehicle Driver
Y24H5940506P03,Vehicle Passenger
Y24H5940506P04,Vehicle Passenger
Y24H5940507P01,Walking
Y24H5940508P01,Vehicle Driver
Y24H5940508P02,Vehicle Driver
Y24H5940508P03,School Bus
Y24H5940508P04,Vehicle Passenger
Y24H5940508P05,Vehicle Passenger
Y24H5940512P01,Vehicle Driver
Y24H5940512P02,Vehicle Passenger
Y24H5940519P01,Vehicle Driver
Y24H5940519P02,Vehicle Passenger
Y24H5940520P01,Vehicle Driver
Y24H5940521P01,Vehicle Passenger
Y24H5940521P02,Vehicle Driver
Y24H5940521P03,Vehicle Driver
Y24H5940521P04,Vehicle Passenger
Y24H5940521P05,Walking
Y24H5940521P06,Vehicle Passenger
Y24H5940522P01,Vehicle Driver
Y24H5940522P02,Train
Y24H5940524P01,Vehicle Driver
Y24H5940525P01,Vehicle Driver
Y24H5940525P02,Vehicle Driver
Y24H5940525P03,Vehicle Passenger
Y24H5940525P04,Vehicle Passenger
Y24H5940531P01,Vehicle Driver
Y24H5940531P02,Vehicle Driver
Y24H5940532P01,Vehicle Driver
Y24H5940532P02,Walking
Y24H5940532P03,School Bus
Y24H5940534P01,Vehicle Driver
Y24H5940534P02,Vehicle Driver
Y24H5940536P01,Vehicle Driver
Y24H5940536P02,Vehicle Driver
Y24H5940536P04,Vehicle Passenger
Y24H5940536P05,Vehicle Passenger
Y24H5940539P01,Vehicle Driver
Y24H5940539P02,Vehicle Driver
Y24H5940539P03,Vehicle Passenger
Y24H5940539P04,Vehicle Passenger
Y24H5950201P04,Vehicle Driver
Y24H5950201P05,Vehicle Driver
Y24H5950201P06,Public Bus
Y24H5950204P02,Train
Y24H5950204P03,Vehicle Driver
Y24H5950207P01,Bicycle
Y24H5950208P01,Vehicle Driver
Y24H5950208P03,Vehicle Driver
Y24H5950208P04,Vehicle Passenger
Y24H5950209P01,Vehicle Driver
Y24H5950213P01,Vehicle Driver
Y24H5950213P02,Vehicle Passenger
Y24H5950213P03,Vehicle Passenger
Y24H5950215P01,Train
Y24H5950215P02,Vehicle Driver
Y24H5950215P03,Vehicle Passenger
Y24H5950216P01,Vehicle Driver
Y24H5950216P02,Vehicle Driver
Y24H5950216P03,Train
Y24H5950217P01,Vehicle Driver
Y24H5950217P02,Vehicle Driver
Y24H5950217P05,Vehicle Passenger
Y24H5950218P01,Vehicle Driver
Y24H5950218P02,Vehicle Driver
Y24H5950218P04,Vehicle Passenger
Y24H5950219P01,Vehicle Driver
Y24H5950219P03,Vehicle Passenger
Y24H5950219P04,Vehicle Driver
Y24H5950225P01,Vehicle Driver
Y24H5950225P02,Vehicle Passenger
Y24H5950226P01,Vehicle Driver
Y24H5950226P02,Vehicle Passenger
Y24H5950226P03,Vehicle Passenger
Y24H5950229P01,Vehicle Driver
Y24H5950230P03,Walking
Y24H5950230P04,Public Bus
Y24H5950231P01,Vehicle Driver
Y24H5950231P02,Vehicle Driver
Y24H5950232P01,Vehicle Driver
Y24H5950232P03,Vehicle Passenger
Y24H5950234P01,Vehicle Driver
Y24H5950234P02,Walking
Y24H5950234P03,Walking
Y24H5950238P01,Vehicle Driver
Y24H5950238P02,Vehicle Passenger
Y24H5950241P01,Walking
Y24H5950241P02,Vehicle Driver
Y24H5950241P03,Vehicle Passenger
Y24H5950301P01,Walking
Y24H5950305P01,Walking
Y24H5950305P02,Walking
Y24H5950305P03,Walking
Y24H5950305P04,Walking
Y24H5950309P01,Tram
