persid,most_used_mode
Y24H6076118P02,Vehicle Passenger
Y24H6076118P03,Vehicle Passenger
Y24H6076118P04,Bicycle
Y24H6076125P01,Vehicle Driver
Y24H6076125P02,Vehicle Driver
Y24H6076134P01,Vehicle Driver
Y24H6076141P01,Walking
Y24H6076141P02,Vehicle Driver
Y24H6076206P01,Vehicle Driver
Y24H6076209P01,Vehicle Driver
Y24H6076209P02,Vehicle Passenger
Y24H6076209P03,Vehicle Passenger
Y24H6076210P01,Vehicle Driver
Y24H6076223P01,Vehicle Driver
Y24H6076223P02,Vehicle Driver
Y24H6076225P01,Vehicle Driver
Y24H6076228P01,Vehicle Passenger
Y24H6076230P01,Vehicle Driver
Y24H6076230P02,Vehicle Driver
Y24H6076230P03,Vehicle Passenger
Y24H6076242P02,Vehicle Driver
Y24H6080101P01,Vehicle Driver
Y24H6080101P02,Vehicle Driver
Y24H6080101P03,Vehicle Passenger
Y24H6080101P04,Vehicle Passenger
Y24H6080102P01,Vehicle Driver
Y24H6080108P01,Vehicle Driver
Y24H6080109P01,Vehicle Passenger
Y24H6080109P02,Vehicle Driver
Y24H6080110P01,Vehicle Driver
Y24H6080110P02,Vehicle Driver
Y24H6080111P01,Vehicle Driver
Y24H6080118P01,Vehicle Driver
Y24H6080118P02,Vehicle Driver
Y24H6080118P03,Vehicle Passenger
Y24H6080118P04,Walking
Y24H6080118P05,Vehicle Passenger
Y24H6080123P01,Vehicle Driver
Y24H6080123P02,Vehicle Driver
Y24H6080123P03,School Bus
Y24H6080123P04,Vehicle Passenger
Y24H6080123P05,Vehicle Passenger
Y24H6080124P01,Vehicle Driver
Y24H6080126P01,Walking
Y24H6080131P01,Vehicle Passenger
Y24H6080131P03,Vehicle Driver
Y24H6080132P01,Vehicle Driver
Y24H6080132P02,Vehicle Driver
Y24H6080139P01,Vehicle Driver
Y24H6080141P01,Public Bus
Y24H6080301P01,Vehicle Driver
Y24H6080303P01,Vehicle Driver
Y24H6080303P03,Vehicle Passenger
Y24H6080304P01,Vehicle Driver
Y24H6080304P03,Vehicle Passenger
Y24H6080305P01,Vehicle Driver
Y24H6080305P02,Vehicle Passenger
Y24H6080307P01,Vehicle Driver
Y24H6080307P02,Vehicle Passenger
Y24H6080308P01,Vehicle Driver
Y24H6080308P02,Vehicle Driver
Y24H6080308P03,Train
Y24H6080309P01,Vehicle Driver
Y24H6080309P02,Vehicle Driver
Y24H6080311P01,Vehicle Driver
Y24H6080311P03,Vehicle Passenger
Y24H6080311P04,Vehicle Passenger
Y24H6080313P01,Vehicle Driver
Y24H6080313P02,Vehicle Driver
Y24H6080313P03,Vehicle Passenger
Y24H6080313P04,Vehicle Passenger
Y24H6080314P01,Vehicle Passenger
Y24H6080314P02,Vehicle Driver
Y24H6080315P01,Vehicle Driver
Y24H6080317P01,Vehicle Driver
Y24H6080317P02,Walking
Y24H6080317P03,Walking
Y24H6080317P04,Walking
Y24H6080321P01,Vehicle Driver
Y24H6080323P01,Train
Y24H6080323P02,Taxi
Y24H6080325P01,Train
Y24H6080327P01,Vehicle Driver
Y24H6080327P02,Vehicle Driver
Y24H6080327P03,Vehicle Driver
Y24H6080327P04,Vehicle Passenger
Y24H6080329P01,Vehicle Driver
Y24H6080331P01,Vehicle Driver
Y24H6080331P02,Vehicle Driver
Y24H6080336P01,Walking
Y24H6080336P02,Walking
Y24H6080336P03,Walking
Y24H6080341P01,Vehicle Driver
Y24H6080341P02,Vehicle Driver
Y24H6080401P01,Vehicle Passenger
Y24H6080403P01,Vehicle Driver
Y24H6080403P02,Vehicle Driver
Y24H6080403P03,Vehicle Passenger
Y24H6080409P02,Vehicle Driver
Y24H6080417P01,Vehicle Driver
Y24H6080418P01,Vehicle Driver
Y24H6080424P01,Vehicle Driver
Y24H6080428P01,Train
Y24H6080428P02,Vehicle Driver
Y24H6080431P02,Vehicle Driver
Y24H6080431P03,Vehicle Driver
Y24H6080437P01,Vehicle Driver
Y24H6080437P02,Vehicle Driver
Y24H6080437P03,Bicycle
Y24H6080439P01,Train
Y24H6080439P02,Vehicle Driver
Y24H6080439P03,Vehicle Passenger
Y24H6080439P04,Vehicle Passenger
Y24H6080442P02,Vehicle Passenger
Y24H6080442P03,Vehicle Driver
Y24H6080442P04,Vehicle Passenger
Y24H6080502P02,Train
Y24H6080505P01,Vehicle Driver
Y24H6080505P02,Vehicle Passenger
Y24H6080507P01,Vehicle Driver
Y24H6080507P02,Bicycle
Y24H6080507P04,Public Bus
Y24H6080507P05,Vehicle Driver
Y24H6080508P01,Vehicle Driver
Y24H6080510P01,Vehicle Passenger
Y24H6080510P02,Vehicle Driver
Y24H6080513P01,Vehicle Driver
Y24H6080513P02,Vehicle Driver
Y24H6080513P03,Vehicle Passenger
Y24H6080513P04,Vehicle Passenger
Y24H6080515P01,Vehicle Driver
Y24H6080515P02,Vehicle Driver
Y24H6080515P03,Vehicle Passenger
Y24H6080515P04,Vehicle Passenger
Y24H6080516P01,Walking
Y24H6080517P01,Vehicle Driver
Y24H6080518P01,Walking
Y24H6080518P02,Vehicle Driver
Y24H6080518P03,Vehicle Passenger
Y24H6080520P01,Vehicle Driver
Y24H6080520P02,Vehicle Driver
Y24H6080530P01,Vehicle Driver
Y24H6080530P02,School Bus
Y24H6080530P03,Vehicle Passenger
Y24H6080530P04,Vehicle Passenger
Y24H6080533P01,Train
Y24H6080539P01,Walking
Y24H6080539P02,Vehicle Driver
Y24H6080542P01,Vehicle Driver
Y24H6080542P02,Vehicle Passenger
Y24H6080542P03,Vehicle Passenger
Y24H6086102P01,Vehicle Driver
Y24H6086102P02,Vehicle Driver
Y24H6086102P03,Walking
Y24H6086102P04,Walking
Y24H6086105P01,Vehicle Driver
Y24H6086105P02,Vehicle Driver
Y24H6086105P03,Vehicle Passenger
Y24H6086105P04,Vehicle Passenger
Y24H6086106P01,Vehicle Passenger
Y24H6086106P02,Vehicle Driver
Y24H6086111P01,Walking
Y24H6086112P01,Vehicle Driver
Y24H6086112P02,Vehicle Driver
Y24H6086116P01,Vehicle Driver
Y24H6086125P01,Vehicle Driver
Y24H6086125P02,Vehicle Driver
Y24H6086125P03,Vehicle Passenger
Y24H6086125P04,Vehicle Passenger
Y24H6086130P01,Vehicle Driver
Y24H6086133P01,Vehicle Driver
Y24H6086133P02,Vehicle Passenger
Y24H6086136P01,Vehicle Passenger
Y24H6086136P02,Vehicle Passenger
Y24H6086136P03,Vehicle Driver
Y24H6086136P04,Vehicle Driver
Y24H6086139P01,Vehicle Driver
Y24H6086139P02,Vehicle Driver
Y24H6086139P03,Vehicle Passenger
Y24H6086139P04,Vehicle Passenger
Y24H6086139P05,Public Bus
Y24H6086140P01,Vehicle Driver
Y24H6086140P02,Vehicle Driver
Y24H6086203P01,Vehicle Passenger
Y24H6086203P02,Vehicle Driver
Y24H6086210P01,Taxi
Y24H6086210P02,Vehicle Driver
Y24H6086211P02,Vehicle Driver
Y24H6086212P01,Vehicle Driver
Y24H6086212P02,Vehicle Passenger
Y24H6086213P01,Vehicle Driver
Y24H6086216P01,Vehicle Driver
Y24H6086219P01,Vehicle Driver
Y24H6086224P01,Vehicle Driver
Y24H6086225P01,Vehicle Driver
Y24H6086231P01,Vehicle Driver
Y24H6086234P02,Vehicle Driver
Y24H6086234P03,Vehicle Driver
Y24H6086234P04,Vehicle Passenger
Y24H6086238P01,Vehicle Driver
Y24H6090201P01,Public Bus
Y24H6090201P02,Vehicle Driver
Y24H6090202P01,Vehicle Driver
Y24H6090202P02,Vehicle Driver
Y24H6090203P02,Vehicle Driver
Y24H6090204P01,Vehicle Driver
Y24H6090204P02,Vehicle Driver
Y24H6090204P03,Vehicle Passenger
Y24H6090204P04,Vehicle Passenger
Y24H6090205P02,Vehicle Driver
Y24H6090206P02,Vehicle Passenger
Y24H6090206P03,Vehicle Driver
Y24H6090208P01,Train
Y24H6090209P01,Vehicle Driver
Y24H6090209P02,Train
Y24H6090209P03,Vehicle Passenger
Y24H6090213P01,Vehicle Driver
Y24H6090214P01,Vehicle Driver
Y24H6090214P02,Vehicle Passenger
Y24H6090216P01,Vehicle Driver
Y24H6090216P02,Vehicle Passenger
Y24H6090220P01,Vehicle Driver
Y24H6090224P01,Vehicle Driver
Y24H6090224P02,Vehicle Driver
Y24H6090224P03,Walking
Y24H6090225P01,Vehicle Driver
Y24H6090225P02,Vehicle Driver
Y24H6090225P03,Walking
Y24H6090225P04,Vehicle Passenger
Y24H6090229P01,Vehicle Driver
Y24H6090232P01,Walking
Y24H6090232P04,Walking
Y24H6090234P01,Vehicle Driver
Y24H6090234P02,Vehicle Passenger
Y24H6090237P01,Vehicle Driver
Y24H6090237P02,Vehicle Passenger
Y24H6090241P01,Vehicle Driver
Y24H6090241P02,Vehicle Passenger
Y24H6090301P01,Vehicle Driver
Y24H6090301P02,Vehicle Driver
Y24H6090302P01,Train
Y24H6090304P01,Vehicle Driver
Y24H6090304P02,Vehicle Passenger
Y24H6090304P03,Vehicle Passenger
Y24H6090307P01,Vehicle Passenger
Y24H6090307P02,Walking
Y24H6090307P04,Walking
Y24H6090309P02,Train
Y24H6090309P03,Bicycle
Y24H6090312P01,Vehicle Passenger
Y24H6090312P02,Vehicle Driver
Y24H6090313P03,Vehicle Driver
Y24H6090314P01,Vehicle Driver
Y24H6090314P02,Walking
Y24H6090317P01,Vehicle Driver
Y24H6090317P02,Train
Y24H6090320P01,Train
Y24H6090320P02,Tram
Y24H6090320P03,Train
Y24H6090324P01,Vehicle Driver
Y24H6090324P02,Vehicle Driver
Y24H6090324P03,Vehicle Passenger
Y24H6090327P01,Vehicle Driver
Y24H6090327P02,Vehicle Passenger
Y24H6090327P03,Vehicle Passenger
Y24H6090327P04,Vehicle Passenger
Y24H6090333P01,Vehicle Driver
Y24H6090334P01,Walking
Y24H6090334P02,Walking
Y24H6090337P01,Vehicle Driver
Y24H6090337P02,Train
Y24H6090340P01,Vehicle Driver
Y24H6090340P02,Vehicle Passenger
Y24H6090342P02,Running/jogging
Y24H6090406P01,Vehicle Passenger
Y24H6090406P02,Vehicle Driver
Y24H6090406P03,Vehicle Passenger
Y24H6090406P04,Vehicle Driver
Y24H6090406P05,Vehicle Driver
Y24H6090409P01,Walking
Y24H6090409P03,Vehicle Passenger
Y24H6090414P01,Vehicle Driver
Y24H6090414P02,Vehicle Passenger
Y24H6090414P03,Vehicle Driver
Y24H6090414P04,Vehicle Passenger
Y24H6090421P01,Vehicle Driver
Y24H6090425P01,Vehicle Driver
Y24H6090431P01,Vehicle Driver
Y24H6090431P02,Vehicle Passenger
Y24H6090431P03,Vehicle Passenger
Y24H6090440P01,Vehicle Driver
Y24H6090440P02,Vehicle Passenger
Y24H6090440P03,Vehicle Passenger
Y24H6090440P04,Vehicle Passenger
Y24H6090503P01,Vehicle Driver
Y24H6090503P02,Vehicle Driver
Y24H6090505P01,Motorcycle
Y24H6090511P01,Vehicle Driver
Y24H6090512P01,Vehicle Driver
Y24H6090512P02,Vehicle Passenger
Y24H6090514P01,Vehicle Driver
Y24H6090514P02,Vehicle Passenger
Y24H6090515P02,Vehicle Driver
Y24H6090518P04,Vehicle Driver
Y24H6090523P01,Walking
Y24H6090523P02,Vehicle Driver
Y24H6090534P02,Vehicle Driver
Y24H6090541P01,Vehicle Driver
Y24H6096104P01,Bicycle
Y24H6096104P02,Vehicle Driver
Y24H6096104P04,Vehicle Passenger
Y24H6096105P01,Vehicle Driver
Y24H6096105P02,Vehicle Passenger
Y24H6096105P03,Vehicle Driver
Y24H6096105P04,Vehicle Driver
Y24H6096106P02,Vehicle Driver
Y24H6096109P01,Vehicle Driver
Y24H6096109P02,Vehicle Driver
Y24H6096110P01,Vehicle Driver
Y24H6096119P01,Vehicle Driver
Y24H6096122P01,Vehicle Driver
Y24H6096122P02,Walking
Y24H6096122P03,Walking
Y24H6096123P01,Vehicle Driver
Y24H6096123P02,Vehicle Driver
Y24H6096129P01,Vehicle Driver
Y24H6096129P02,Vehicle Driver
Y24H6096131P01,Vehicle Passenger
Y24H6096131P02,Vehicle Driver
Y24H6096131P03,Mobility Scooter
Y24H6096132P01,Vehicle Driver
Y24H6096133P01,Walking
Y24H6096136P01,Vehicle Driver
Y24H6096136P02,Vehicle Driver
Y24H6110107P01,Vehicle Driver
Y24H6110110P01,Vehicle Driver
Y24H6110110P03,Vehicle Driver
Y24H6110110P04,Vehicle Passenger
Y24H6110111P02,Vehicle Driver
Y24H6110112P01,Vehicle Driver
Y24H6110112P02,Vehicle Passenger
Y24H6110112P03,Vehicle Driver
Y24H6110113P02,Vehicle Driver
Y24H6110117P01,Vehicle Driver
Y24H6110118P01,Vehicle Driver
Y24H6110118P02,Vehicle Driver
Y24H6110118P03,Vehicle Driver
Y24H6110118P04,Vehicle Driver
Y24H6110118P05,Vehicle Passenger
Y24H6110123P01,Vehicle Passenger
Y24H6110123P02,Walking
Y24H6110124P01,Vehicle Driver
Y24H6110125P02,Train
Y24H6110126P01,Vehicle Driver
Y24H6110126P02,Vehicle Driver
Y24H6110131P01,Walking
Y24H6110132P02,Vehicle Driver
Y24H6110134P01,Walking
Y24H6110136P02,Vehicle Driver
Y24H6110136P03,Walking
Y24H6110139P01,Vehicle Driver
Y24H6110139P02,Vehicle Passenger
Y24H6110139P03,Vehicle Passenger
Y24H6110139P04,Vehicle Passenger
Y24H6110140P01,Vehicle Driver
Y24H6110140P02,Walking
Y24H6110142P01,Walking
Y24H6110142P02,Walking
Y24H6110202P01,Vehicle Driver
Y24H6110202P03,Vehicle Driver
Y24H6110203P01,Vehicle Driver
Y24H6110203P02,Vehicle Driver
Y24H6110206P01,Vehicle Driver
Y24H6110206P02,Vehicle Driver
Y24H6110209P01,Vehicle Driver
Y24H6110209P02,Walking
Y24H6110211P01,Vehicle Driver
Y24H6110211P02,Vehicle Passenger
Y24H6110215P02,Vehicle Driver
Y24H6110221P01,Vehicle Passenger
Y24H6110221P02,Vehicle Driver
Y24H6110223P01,Vehicle Driver
Y24H6110227P01,Vehicle Driver
Y24H6110227P02,Vehicle Driver
Y24H6110227P03,Vehicle Driver
Y24H6110233P01,Vehicle Driver
Y24H6110233P02,Vehicle Driver
Y24H6110233P03,Vehicle Driver
Y24H6110236P01,Vehicle Driver
Y24H6110236P02,Vehicle Driver
Y24H6110236P03,Walking
Y24H6110237P01,Vehicle Driver
Y24H6110237P02,Vehicle Driver
Y24H6110240P01,Vehicle Driver
Y24H6110301P01,Vehicle Driver
Y24H6110301P02,Vehicle Driver
Y24H6110302P01,Vehicle Driver
Y24H6110302P02,Vehicle Driver
Y24H6110302P04,Vehicle Passenger
Y24H6110305P01,Vehicle Driver
Y24H6110305P02,Vehicle Driver
Y24H6110310P01,Vehicle Driver
Y24H6110310P02,Vehicle Passenger
Y24H6110315P01,Train
Y24H6110315P02,Running/jogging
Y24H6110315P03,Bicycle
Y24H6110315P04,Bicycle
Y24H6110317P01,Bicycle
Y24H6110317P03,Walking
Y24H6110318P01,Vehicle Driver
Y24H6110318P02,Vehicle Driver
Y24H6110318P03,Vehicle Passenger
Y24H6110323P01,Walking
Y24H6110324P01,Vehicle Driver
Y24H6110324P02,Vehicle Driver
Y24H6110324P03,Vehicle Driver
Y24H6110324P04,Train
Y24H6110327P01,Vehicle Passenger
Y24H6110327P02,Vehicle Driver
Y24H6110327P03,Vehicle Driver
Y24H6110327P04,Vehicle Passenger
Y24H6110329P01,Vehicle Driver
Y24H6110329P02,Vehicle Passenger
Y24H6110331P01,Vehicle Driver
Y24H6110331P02,Vehicle Driver
Y24H6110335P01,Vehicle Driver
Y24H6110336P01,Walking
Y24H6110338P01,Vehicle Driver
Y24H6110341P01,Vehicle Driver
Y24H6110341P02,Vehicle Passenger
Y24H6110341P03,Vehicle Passenger
Y24H6110504P01,Walking
Y24H6110504P02,Vehicle Passenger
Y24H6110504P03,Vehicle Driver
Y24H6110504P04,Vehicle Passenger
Y24H6110520P01,Vehicle Driver
Y24H6110520P03,Vehicle Passenger
Y24H6110533P01,Vehicle Driver
Y24H6110541P01,Vehicle Driver
Y24H6110541P02,Vehicle Passenger
Y24H6116102P01,Vehicle Driver
Y24H6116102P02,Motorcycle
Y24H6116103P01,Vehicle Driver
Y24H6116109P01,Bicycle
Y24H6116109P02,Vehicle Driver
Y24H6116113P01,Vehicle Driver
Y24H6116113P02,Vehicle Passenger
Y24H6116115P01,Vehicle Driver
Y24H6116119P01,Walking
Y24H6116119P02,Vehicle Driver
Y24H6116124P01,Vehicle Driver
Y24H6116124P02,Vehicle Passenger
Y24H6116125P01,Vehicle Driver
Y24H6116126P01,Vehicle Driver
Y24H6116126P02,Vehicle Driver
Y24H6116129P01,Vehicle Driver
Y24H6116131P01,Vehicle Driver
Y24H6116131P02,Vehicle Passenger
Y24H6116132P01,Vehicle Driver
Y24H6116133P01,Walking
Y24H6116134P01,Vehicle Driver
Y24H6116134P02,Vehicle Passenger
Y24H6116136P01,Bicycle
Y24H6116136P02,Bicycle
Y24H6116139P02,Vehicle Driver
Y24H6116142P01,Vehicle Driver
Y24H6116205P01,Vehicle Driver
Y24H6116205P02,Vehicle Driver
Y24H6116212P01,Vehicle Driver
Y24H6116217P01,Vehicle Driver
Y24H6116218P01,Vehicle Driver
Y24H6116218P02,Vehicle Driver
Y24H6116219P01,Walking
Y24H6116226P01,Vehicle Driver
Y24H6116226P02,Vehicle Passenger
Y24H6116229P01,Vehicle Driver
Y24H6116229P03,Taxi
Y24H6116234P02,Vehicle Driver
Y24H6116239P01,Vehicle Driver
Y24H6116239P02,Vehicle Driver
Y24H6120108P02,Vehicle Driver
Y24H6120114P01,Vehicle Driver
Y24H6120114P02,Vehicle Driver
Y24H6120115P01,Vehicle Passenger
Y24H6120115P02,Vehicle Driver
Y24H6120116P01,Vehicle Driver
Y24H6120123P01,Vehicle Driver
Y24H6120123P02,Walking
Y24H6120124P01,Vehicle Driver
Y24H6120124P02,Vehicle Driver
Y24H6120124P03,Vehicle Driver
Y24H6120126P01,Vehicle Driver
Y24H6120128P01,Vehicle Driver
Y24H6120128P02,Vehicle Passenger
Y24H6120135P01,Walking
Y24H6120135P02,Walking
Y24H6120136P01,Vehicle Driver
Y24H6120136P02,Vehicle Passenger
Y24H6120138P01,Vehicle Driver
Y24H6120138P04,Train
Y24H6120140P01,Vehicle Driver
Y24H6120142P01,Vehicle Driver
Y24H6120142P02,Vehicle Passenger
Y24H6120142P03,Vehicle Passenger
Y24H6120201P02,Public Bus
Y24H6120201P03,Public Bus
Y24H6120202P01,Vehicle Driver
Y24H6120202P02,Vehicle Driver
Y24H6120202P03,School Bus
Y24H6120202P04,Vehicle Passenger
Y24H6120207P01,Vehicle Passenger
Y24H6120207P02,Vehicle Driver
Y24H6120207P03,Vehicle Passenger
Y24H6120208P01,Vehicle Driver
Y24H6120208P03,Vehicle Passenger
Y24H6120209P01,Vehicle Driver
Y24H6120211P01,Vehicle Driver
Y24H6120211P02,Vehicle Driver
Y24H6120211P03,Vehicle Passenger
Y24H6120211P04,Vehicle Passenger
Y24H6120212P02,Walking
Y24H6120219P01,Vehicle Passenger
Y24H6120219P02,Vehicle Driver
Y24H6120219P04,Vehicle Passenger
Y24H6120223P01,Vehicle Driver
Y24H6120225P01,Train
Y24H6120225P02,Train
Y24H6120234P01,Vehicle Driver
Y24H6120234P02,Vehicle Driver
Y24H6120234P03,Vehicle Driver
Y24H6120237P01,Vehicle Driver
Y24H6120237P02,Train
Y24H6120237P03,Vehicle Passenger
Y24H6120237P04,Vehicle Passenger
Y24H6120238P01,Train
Y24H6120238P02,Walking
Y24H6120238P03,Vehicle Passenger
Y24H6120238P04,Vehicle Passenger
Y24H6120240P01,Vehicle Driver
Y24H6120240P02,Vehicle Passenger
Y24H6120241P01,Vehicle Driver
Y24H6120241P02,Vehicle Driver
Y24H6120241P03,Vehicle Passenger
Y24H6120241P04,Vehicle Passenger
Y24H6120301P01,Walking
Y24H6120301P02,Walking
Y24H6120302P01,Walking
Y24H6120303P01,Walking
Y24H6120303P02,Walking
Y24H6120303P03,Bicycle
Y24H6120304P01,Vehicle Driver
Y24H6120311P01,Bicycle
Y24H6120311P02,Walking
Y24H6120312P01,Public Bus
Y24H6120314P01,Running/jogging
Y24H6120314P02,Walking
Y24H6120317P01,Train
Y24H6120317P03,Walking
Y24H6120317P04,Walking
Y24H6120318P01,Vehicle Driver
Y24H6120318P02,Vehicle Driver
Y24H6120318P03,Walking
Y24H6120325P02,Walking
Y24H6120329P01,Vehicle Passenger
Y24H6120329P02,Vehicle Driver
Y24H6120330P01,Walking
Y24H6120330P02,Vehicle Driver
Y24H6120331P01,Tram
Y24H6120331P02,Walking
Y24H6120334P01,Vehicle Driver
Y24H6120337P01,Vehicle Driver
Y24H6120337P02,Walking
Y24H6120337P03,Walking
Y24H6120339P01,Vehicle Passenger
Y24H6120339P02,Vehicle Driver
Y24H6120414P02,Vehicle Driver
Y24H6120416P01,Vehicle Driver
Y24H6120416P02,Vehicle Passenger
Y24H6120416P03,Vehicle Driver
Y24H6120416P05,Public Bus
Y24H6120416P06,Vehicle Passenger
Y24H6120424P03,Public Bus
Y24H6120424P04,Public Bus
Y24H6120424P05,Public Bus
Y24H6120429P01,Vehicle Driver
Y24H6120429P02,Vehicle Driver
Y24H6120429P03,Vehicle Passenger
Y24H6120430P01,Vehicle Driver
Y24H6120430P03,Vehicle Driver
Y24H6120433P01,Vehicle Driver
Y24H6126106P01,Walking
Y24H6126107P01,Vehicle Passenger
Y24H6126107P02,Vehicle Driver
Y24H6126107P04,Vehicle Driver
Y24H6126107P05,Vehicle Driver
Y24H6126107P06,Vehicle Passenger
Y24H6126112P01,Vehicle Driver
Y24H6126112P02,Vehicle Driver
Y24H6126112P03,Vehicle Passenger
Y24H6126112P04,Vehicle Passenger
Y24H6126116P01,Vehicle Driver
Y24H6126116P02,Vehicle Driver
Y24H6126116P03,Public Bus
Y24H6126116P05,Public Bus
Y24H6126123P01,Vehicle Driver
Y24H6126123P02,Vehicle Driver
Y24H6126132P01,Vehicle Driver
Y24H6126132P02,Vehicle Driver
Y24H6126133P01,Vehicle Driver
Y24H6126133P02,Vehicle Driver
Y24H6126133P03,Vehicle Passenger
Y24H6126133P04,Vehicle Passenger
Y24H6126134P01,Vehicle Driver
Y24H6126136P01,Vehicle Driver
Y24H6126136P02,Vehicle Driver
Y24H6126210P01,Vehicle Driver
Y24H6126210P02,Vehicle Passenger
Y24H6126214P01,Vehicle Driver
Y24H6126215P01,Vehicle Passenger
Y24H6126215P02,Vehicle Passenger
Y24H6126215P03,Vehicle Driver
Y24H6126215P04,Vehicle Passenger
Y24H6126219P01,Vehicle Driver
Y24H6126219P02,Vehicle Passenger
Y24H6126223P01,Vehicle Driver
Y24H6126224P01,Vehicle Driver
Y24H6126227P01,Vehicle Driver
Y24H6126231P01,Vehicle Driver
Y24H6126232P01,Other
Y24H6126239P01,Vehicle Driver
Y24H6126240P01,Vehicle Driver
Y24H6126240P02,Vehicle Driver
Y24H6126240P03,Bicycle
Y24H6126240P04,Bicycle
Y24H6126240P05,Vehicle Passenger
Y24H6126241P01,Vehicle Driver
Y24H6126241P02,Vehicle Passenger
Y24H6130102P02,Vehicle Driver
Y24H6130102P03,Walking
Y24H6130102P04,Walking
Y24H6130108P01,Vehicle Passenger
Y24H6130108P02,Vehicle Passenger
Y24H6130108P03,Vehicle Passenger
Y24H6130111P01,Vehicle Driver
Y24H6130111P02,Vehicle Passenger
Y24H6130111P03,Vehicle Passenger
Y24H6130111P04,Vehicle Passenger
Y24H6130118P01,Vehicle Driver
Y24H6130118P02,Vehicle Driver
Y24H6130119P01,Vehicle Driver
Y24H6130119P02,Vehicle Driver
Y24H6130119P03,Vehicle Passenger
Y24H6130119P04,Vehicle Passenger
Y24H6130119P05,Vehicle Passenger
Y24H6130119P06,Vehicle Passenger
Y24H6130123P01,Vehicle Driver
Y24H6130127P01,Public Bus
Y24H6130129P01,Vehicle Driver
Y24H6130136P01,Train
Y24H6130138P01,Vehicle Driver
Y24H6130140P01,Walking
Y24H6130202P01,Vehicle Passenger
Y24H6130202P02,Train
Y24H6130208P02,Vehicle Driver
Y24H6130208P03,Vehicle Passenger
Y24H6130209P01,Vehicle Driver
Y24H6130209P02,Vehicle Driver
Y24H6130209P03,Vehicle Passenger
Y24H6130209P04,Vehicle Passenger
Y24H6130209P05,Vehicle Passenger
Y24H6130211P01,Vehicle Driver
Y24H6130211P02,Vehicle Driver
Y24H6130211P04,Vehicle Passenger
Y24H6130212P01,Vehicle Driver
Y24H6130212P02,Rideshare Service
Y24H6130213P01,Vehicle Driver
Y24H6130213P02,Vehicle Passenger
Y24H6130213P03,Vehicle Passenger
Y24H6130218P01,Walking
Y24H6130218P02,Walking
Y24H6130220P01,Vehicle Driver
Y24H6130220P02,Vehicle Driver
Y24H6130222P01,Vehicle Driver
Y24H6130222P02,Vehicle Passenger
Y24H6130225P01,Vehicle Driver
Y24H6130225P02,Vehicle Passenger
Y24H6130226P01,Vehicle Driver
Y24H6130226P02,Vehicle Driver
Y24H6130226P03,Vehicle Passenger
Y24H6130226P04,Vehicle Passenger
Y24H6130229P01,Vehicle Driver
Y24H6130229P02,Vehicle Driver
Y24H6130229P04,Vehicle Passenger
Y24H6130231P03,Vehicle Driver
Y24H6130231P04,Vehicle Driver
Y24H6130231P05,Walking
Y24H6130232P02,Vehicle Driver
Y24H6130232P03,Vehicle Passenger
Y24H6130232P04,Vehicle Passenger
Y24H6130232P05,Vehicle Passenger
Y24H6130233P01,Vehicle Passenger
Y24H6130233P02,Vehicle Driver
Y24H6130234P01,Vehicle Driver
Y24H6130234P02,Vehicle Driver
Y24H6130234P03,Vehicle Passenger
Y24H6130236P01,Vehicle Driver
Y24H6130236P02,Vehicle Driver
Y24H6130236P04,Vehicle Passenger
Y24H6130237P01,Vehicle Driver
Y24H6130237P02,Vehicle Driver
Y24H6130237P03,Vehicle Driver
Y24H6130238P01,Vehicle Driver
Y24H6130238P02,Vehicle Driver
Y24H6130238P03,Vehicle Passenger
Y24H6130238P04,Vehicle Passenger
Y24H6130240P01,Vehicle Driver
Y24H6130303P02,Vehicle Driver
Y24H6130303P03,Vehicle Passenger
Y24H6130305P01,Walking
Y24H6130305P02,Walking
Y24H6130310P01,Walking
Y24H6130310P02,Walking
Y24H6130311P01,Walking
Y24H6130313P01,Walking
Y24H6130313P02,Vehicle Passenger
Y24H6130319P01,Walking
Y24H6130319P02,Vehicle Driver
Y24H6130320P01,Walking
Y24H6130320P02,Walking
Y24H6130320P03,Walking
Y24H6130321P02,Walking
Y24H6130322P01,Vehicle Driver
Y24H6130327P01,Walking
Y24H6130331P01,Walking
Y24H6130333P01,Vehicle Driver
Y24H6130335P01,Vehicle Driver
Y24H6130335P02,Vehicle Driver
Y24H6130335P04,Vehicle Passenger
Y24H6130401P01,Vehicle Driver
Y24H6130401P02,Vehicle Driver
Y24H6130401P03,Vehicle Passenger
Y24H6130402P01,Vehicle Driver
Y24H6130408P01,Vehicle Driver
Y24H6130408P02,Vehicle Driver
Y24H6130408P03,Vehicle Driver
Y24H6130408P04,Vehicle Passenger
Y24H6130408P05,Other
Y24H6130415P01,Walking
Y24H6130415P02,Vehicle Driver
Y24H6130415P03,Vehicle Driver
Y24H6130421P01,Vehicle Driver
Y24H6130421P02,Vehicle Passenger
Y24H6130429P02,Train
Y24H6130429P03,Train
Y24H6130429P04,Train
Y24H6130429P05,Train
Y24H6130432P01,Vehicle Driver
Y24H6130432P02,Walking
Y24H6130436P01,Vehicle Driver
Y24H6130436P03,Vehicle Driver
Y24H6130436P04,Vehicle Passenger
Y24H6130438P01,Vehicle Driver
Y24H6130438P03,Vehicle Passenger
Y24H6130438P04,Vehicle Passenger
Y24H6130438P05,Vehicle Passenger
Y24H6136205P01,Vehicle Driver
